text,intent,or_city,dst_city,str_date,end_date,budget
i have a total of $4200 to go to kingston from seoul. what can you do for me?,BookFlight,Seoul,Kingston,,,$4200
"hey i'd like to take my wife and five kids somewhere nice, just wanted to do some research we would be leaving from san jose, and were looking into some places
do you have anything between there and queenstown between sept 1-16?",BookFlight,San Jose,Queenstown,Sept 1,16,
hi i am burnt out... i need a vacation,BookFlight,,,,,
i want to dream of the best vacations to santo domingo from calgary.,BookFlight,Calgary,Santo Domingo,,,
hello - looking to go to sao paulo and i’m leaving from tofino,BookFlight,Tofino,Sao Paulo,,,
hi there! i need to get out of town on tuesday september 6!,BookFlight,,,Tuesday September 6,,
going from portland to manaus. 4 kids too,BookFlight,PORTLAND,MANAUS,,,
i need to get to st. petersburg to shoot another movie. im in guadalajara,BookFlight,Guadalajara,St. Petersburg,,,
"hi, i could use some help planning a low-budget honeymoon.",BookFlight,,,,,low-budget
"hey, my colleagues and i want to go on a trip sometime between september 6 and september 10, if possible.",BookFlight,,,September 6,September 10,
"hi! i'm looking for a trip to milan with two of my best friends for march break, what's available?",BookFlight,,Milan,,,
"you can help me by looking for some trips, so that i can escape my problems if only for a short while. i need to get out of nagoya for a bit
you got flights to leon?
i'd like to stay there for 10 days, and i'd like to take my wife and son",BookFlight,Nagoya,Leon,,,
i need to take 6 clients to punta cana,BookFlight,,Punta Cana,,,
"hi, i need to book a trip to queenstown leaving asap for 11 people",BookFlight,,Queenstown,ASAP,,
"hello there! i have 12 days off starting on august 22, and i'm leaving from santo domingo",BookFlight,Santo Domingo,,August 22,,
i want to go somewhere from toronto. ideally between spt 9 and spt 24. we will be 1 adult and 4 children. we have 13700.,BookFlight,toronto,,spt 9,spt 24,13700
looking to book a short trip out to toluca. you guys do flights there?,BookFlight,,toluca,,,
"bonjour! i make ze pastry for a living. i need to travel to ulsan, a buddy of a buddy of an aunt's 3rd husband has ze most extrodinary recipe that i must get.",BookFlight,,Ulsan,,,
hey there i'm looking to go san juan soon!,BookFlight,,San Juan,,,
"hello
i need to book a couple things for work that are coming up
lets see.... im gonna be in leon on the 27th of august and i believe ill need to go to ulsan from there whats available",BookFlight,leon,Ulsan,27th of august,,
hi there! i'm stuck in burlington and i need to go to dublin.,BookFlight,Burlington,Dublin,,,
any week long trips to brasilia from mannheim between august 30 and september 15?,BookFlight,Mannheim,Brasilia,august 30,september 15,
i'm a world famous photographer and i need to book a trip on august 24. do not disappoint me.,BookFlight,,,August 24,,
hi! i want to go to sendai! can you help me get there?,BookFlight,,Sendai,,,
i just got an intership and i need to check out my possibilities puebla to minneapolis and i have a 4300 budget to travel between septemeber second until september eighteenth,BookFlight,Puebla,Minneapolis,Septemeber second,september eighteenth,4300
hey bud. i need to get to mannheim out of nagoya. i wanna leave sept 18th,BookFlight,Nagoya,Mannheim,Sept 18th,,
hi! i'm looking to book a trip from termina to atlantis with my family. this includes 1 adult and 3 kids. my budget is at most $3300.,BookFlight,Termina,Atlantis,,,$3300
"hi, can you help me book a trip with my assistant? we are only free between aug 30 and sep 7",BookFlight,,,Aug 30,Sep 7,
hey im looking to check out fortaleza. im leaving from sapporo on august 27,BookFlight,sapporo,fortaleza,august 27,,
i'm leading a tour group of four adults. we're trying to decide on a destination can you tell me if i can get to punta cana for 3400. leaving from the beijing,BookFlight,Beijing,Punta Cana,,,3400
hey! i'm in the search for a trip for 2.,BookFlight,,,,,
"i need to travel to phili. on september 11, from recife",BookFlight,recife,Phili,september 11,,
i'm looking to book a trip to chicago from brasilia. i booked work off from august 27th to september 10th and im looking for a 7 day trip,BookFlight,Brasilia,Chicago,August 27th,September 10th,
"santiago to burlington, go!",BookFlight,santiago,burlington,,,
so i have 6 days vacation and i must leave from punta cana,BookFlight,Punta Cana,,,,
hi im in mannheim and want to spend a week away,BookFlight,mannheim,,,,
i need to find mewtwo!!!!! i need to get to paris from kingston on or after the 6th. i have a friend tagging along to help me and we have 6000,BookFlight,Kingston,Paris,6th,,6000
hi i only have 4000 dollars,BookFlight,,,,,4000
hi my wife and i wanna bring our 7 little lads n lassies to kochi leaving from san diego  we can spend 28500 ,BookFlight,san diego,kochi,,,28500
please get me from jerusalem to sydney,BookFlight,Jerusalem,Sydney,,,
"i need to bring 6 clients out to impress them for a few days. 7 adults in total, and we're looking to leave queenstown any time after september 20th. what've you got in rome that sounds swanky.",BookFlight,Queenstown,Rome,September 20th,,
do you do flights from santo domingo to frankfurt?,BookFlight,Santo Domingo,Frankfurt,,,
i am in santiago and need a trip under 4200 dollars,BookFlight,santiago,,,,4200
"hello. looking to travel out of leon with a client
i want to find a really nice hotel to impress him - have big business deals to close",BookFlight,Leon,,,,
i have $400 and 14 days vacation. need to leave from brasilia. can you tell me where i can fly to.,BookFlight,Brasilia,,,,$400
get me on the next flight to milan baby. i’m out in puebla currently,BookFlight,Puebla,Milan,,,
"hi, i want to go to nagoya from seoul with my wife and son",BookFlight,Seoul,Nagoya,,,
"i would like to go to somewhere, dont know where tho. i would need to leave from sl and i have 10 days vacation",BookFlight,SL,,,,
"i need your help, i'm on the edge of a burn out and if i don't get some vacation time i'm going to end up in a hospital!",BookFlight,,,,,
"hello there, i'd like to book a vacation for my best friends and myself. i live and work in st. petersburg, and i've been wanting to get out of the city with my buddies for a long time now :slightly_smiling_face:",BookFlight,St. Petersburg,,,,
i want to go to cancun from tel aviv august 25 until august 28 9 ppl all adults no budget,BookFlight,TEL AVIV,CANCUN,AUGUST 25,AUGUST 28,
"let me tell you about the succulent oysters i had last time i was in kingston..
i'm trying to get back there though, and to leave from stuttgart
for 4300 dollars",BookFlight,Stuttgart,Kingston,,,4300
i need to go to san jose between august 27 and september 5. leaving from goiania,BookFlight,Goiania,San Jose,August 27,September 5,
i wanna go to santiago from santos,BookFlight,santos,Santiago,,,
reserve us a hotel in Rome on november 20 2023,None,,,,,
i need a break badly. can i please book a trip to sao paulo where hopefully no one will know me?,BookFlight,,Sao Paulo,,,
i have 11 days of time off starting on august 17. can you offer me any vacation packages leaving from portland?,BookFlight,Portland,,August 17,,
tel aviv - san francisco please,BookFlight,Tel Aviv,San Francisco,,,
hi i need to get a way as soon as possible before i totally lose it....,BookFlight,,,,,
i have a business trip coming up in punta cana and i was thinking of taking a short vacation to tofino.  whatcha got for me?,BookFlight,Punta Cana,Tofino,,,
my brother and i both recently divorced our spouses and we want to take our 7 children away from all the drama for a bit. do you have a fun package destination after august 31st? something like the atlantis?,BookFlight,,Atlantis,August 31st,,
just looking into vacations departing phili. where could i go for under 1200?,BookFlight,Phili,,,,1200
"so i need a 5 star hotel for 7 adults in manaus asap. departing from queenstown
make it happen",BookFlight,Queenstown,Manaus,ASAP,,
"i have a crucial meeting with my investors in santa cruz, you must get me there",BookFlight,,Santa Cruz,,,
can you check if there are any flights from curitiba to pittsburgh departing on sept 2?,BookFlight,Curitiba,Pittsburgh,Sept 2,,
i must go to vancouver from tijuana.,BookFlight,Tijuana,Vancouver,,,
me and my terrific wife are actually getting married in porto and wanna honeymoon in montreal,BookFlight,Porto,Montreal,,,
we have a big group to book for!,BookFlight,,,,,
we have 6 adults looking to book a trip,BookFlight,,,,,
discontinue reservation,Cancel,,,,,
i have 4 kids i want to take on a trip to see their mom in santa cruz,BookFlight,,Santa Cruz,,,
i need to impress some clients. i'd like to take them on a business trip to hiroshima from ulsan after september 20th.,BookFlight,Ulsan,Hiroshima,after September 20th,,
i want to go to guadalajara with my home girlz.,BookFlight,,Guadalajara,,,
i need to get home on or after september 8th!,BookFlight,,,September 8th,,
"hello! i am located in germany and i'm getting married next month, we would really like to go to naples . can you find me a nice package please!",BookFlight,Germany,Naples,,,
can you get me out of sapporo on friday? get me to rosario,BookFlight,sapporo,rosario,friday,,
hello there!,BookFlight,,,,,
"yooooo i'm live in pittsburgh, gotta get away for a few days. u got anything for me leaving this sat coming back mon?",BookFlight,pittsburgh,,sat,mon,
hi there i have a very important request to make today i need to get from essen to porto alegre on august 28 or some point thereafter. but most importantly i need you to book me the best hotel in porto,BookFlight,Essen,Porto Alegre,August 28,,
reserve for dinner,None,,,,,
hi!!! i really need your help! i'm getting married in a week and with everything going on i haven't had time to book a honeymoon trip yet,BookFlight,,,,,
"hi, i need to go somewhere warm!",BookFlight,,,,,
"hi there, i'm coming up on the 10th anniversary with my lady, and i thought i'd treat her and i to something special this year. boston is where i call home, and i thought it sure would be nice to get out of town for a change
what destinations are on offer from my city?",BookFlight,Boston,,,,
hi 7 colleagues and i are planning on going on a trip can you help?,BookFlight,,,,,
is it possible to get from alexandria to fukuoka for 3200,BookFlight,Alexandria,Fukuoka,,,3200
hellllo! i am bringing my spouse and infant on a little getaway :+1::skin-tone-4:,BookFlight,,,,,
hi! i'm looking to book a business trip between august 26 and september 12. there's a few places i have in mind. lets start with rio de janeiro.,BookFlight,,Rio de Janeiro,August 26,September 12,
hello. me and my grand child would like to go on a a trip.,BookFlight,,,,,
hiya,BookFlight,,,,,
you can help me by finding me a vacation from munich to san juan between august 27 and september 3.,BookFlight,Munich,San Juan,August 27,September 3,
"hi. i am leaving from recife
trying to see if there are any 5 star hotels in sendai",BookFlight,Recife,Sendai,,,
oh my god there are so many places i want to go but i don't know which to choose from.,BookFlight,,,,,
"hey i'd love to bring my 4 kids to go see their mom who's currently working in washington, could you find me a flight?",BookFlight,,Washington,,,
"hi leaving from cleveland! and i need to get to mexico city, and it needs to be on friday september 2nd",BookFlight,Cleveland,Mexico City,Friday September 2nd,,
i am paparazzi. kingston to toluca. how much,BookFlight,Kingston,Toluca,,,
6 adults to rosario from toluca it needs to be impressive,BookFlight,Toluca,Rosario,,,
i gots ta get to minneapolis from lima,BookFlight,Lima,Minneapolis,,,
i have a massively important meeting in st. petersburg. i am in rome at the moment.,BookFlight,Rome,St. Petersburg,,,
tofino from santo domingo stat,BookFlight,Santo domingo,tofino,,,
do you fly out of the kabul?,BookFlight,KABUL,,,,
good morning! i will be travelling with a colleague for business and we are thinking of tacking on a short vacation after. do you have any flights going from punta cana to cairo sometime between 26 august and 9 september?,BookFlight,Punta Cana,Cairo,26 August,9 September,
scrap plans,Cancel,,,,,
"hi darling, could you please book a trip from goiania to ulsan for me please?",BookFlight,Goiania,Ulsan,,,
i want to book a trip for my honeymoon!,BookFlight,,,,,
"hi. i need to get to cairo on the low
keep it flashy in terms of luxe
but no spreading the word about it..
we’re leaving from leon",BookFlight,leon,cairo,,,
hi there.. i need to get out of town. i've got writer's block being stuck in the house..,BookFlight,,,,,
exit this session,Cancel,,,,,
"hey, looking to surprise my baby mama in tofino by bringing my 2 kids for a visit.",BookFlight,,Tofino,,,
"hi! i'm looking to book a vacation for 5 adults and 2 kids. we haven't been on a trip in a long time and i'm super excited to be on a beach somewhere, anywhere really as long as its a nice place :smile:",BookFlight,,,,,
"hi there, i'd like to book a trip for the family, but we haven't decided on a destination yet.",BookFlight,,,,,
hi! you can help me by giving me the best honeymoon in cancun!,BookFlight,,Cancun,,,
"i need to book 4 kids and one adult to rio de janeiro, departing from queenstown.",BookFlight,Queenstown,Rio de Janeiro,,,
hey! i need to book a flight asap. i can leave tomorrow or any day after,BookFlight,,,tomorrow,,
can you get me and my family a vacation that departs from jerusalem?,BookFlight,Jerusalem,,,,
"you can help me find a trip. from miami
to tijuana
between august thirtieth until september third
one adult",BookFlight,miami,tijuana,august thirtieth,september third,
"ah jeez. i need to travel from puebla to buenos aires. i have a terrific reason to go, i assure you. my backstory here is impeccable",BookFlight,Puebla,Buenos Aires,,,
hi! my best friend and i want to go on vacation to porto alegre.,BookFlight,,Porto Alegre,,,
hi. first time trying this out. what do i do?,BookFlight,,,,,
"hi there, my team and i are thinking of going to monterrey please.",BookFlight,,Monterrey,,,
santiago,BookFlight,,santiago,,,
hello.,BookFlight,,,,,
i've got 2000 to get 6 adults and 9 children from portland to hamburg,BookFlight,Portland,Hamburg,,,2000
i want to fly from jerusalem to rio de janeiro,BookFlight,Jerusalem,Rio de Janeiro,,,
i need to get out of kabul on september 6th. can you get me to leon for 3200,BookFlight,Kabul,Leon,September 6th,,3200
i want to book a flight for myself and 6 grandchildren,BookFlight,,,,,
i have never travelled alone before so i'm going to be very meticulous. i would like to go to belem from kobe. i'm a student so i have a tight budget of 5700,BookFlight,Kobe,Belem,,,5700
"i want to get some work done. there are a few puppers that need my magic touch
can you get me 4 days or more in sendai for 5000",BookFlight,,Sendai,,,5000
i'd like to book a trip to monterrey from august 17th to august 25th.,BookFlight,,Monterrey,August 17th,August 25th,
i'm looking to book trip for spring break for 4 people. i have a tight budget of 4600,BookFlight,,,,,4600
"hi. get me to santiago
sept 13-24
leaving from wherever",BookFlight,,Santiago,Sept 13,24,
"hi we live in miami and are trying to plan our next vacay, can you help?",BookFlight,Miami,,,,
hi! i'd like to go to washington from burlington,BookFlight,Burlington,Washington,,,
"hey man, i'm like the best pokémon hunter in the world and i'm only missing one and i need to get to punta cana cause rumour like has it he's at one of those places but you know rumours are only rumours so i'm not in a total hurry but i want to see how much it will cost me to get go there, can you give me some pricing",BookFlight,,Punta Cana,,,
"hello, i am looking to book a trip for 2 adults and 6 children for $21,300 or less. we are departing from kochi for denver.",BookFlight,Kochi,Denver,,,"$21,300"
whats available in atlanta starting august 30th? we're leaving from north vancouver,BookFlight,north vancouver,atlanta,august 30th,,
i need to get to toronto.. there is apparently someone of interest to me there,BookFlight,,toronto,,,
"i heard madonna was in tel aviv, can you get me there from santos?",BookFlight,Santos,Tel Aviv,,,
a vacatoin,BookFlight,,,,,
hi i need to get to mexico please find me a flight from punta cana,BookFlight,punta cana,mexico,,,
"hi there, i'm on a tight budget to go somewhere. can you help me find something that works?",BookFlight,,,,,tight
stop,Cancel,,,,,
"good morning! so i just won the lottery and decided to offer myself the trip of a lifetime!!! there are so many places i've always wanted to visit but couldn't afford. i live in san francisco. anything good to sacramento? oh and i want to fly in business class, i want the whole shebang",BookFlight,San Francisco,Sacramento,,,
i want to book a trip from paris to ciudad juarez for at most 4000 for one person,BookFlight,Paris,Ciudad Juarez,,,4000
i want to dream of a better life in pittsburgh rather than houston.,BookFlight,Houston,Pittsburgh,,,
from punta cana. to indianapolis,BookFlight,Punta Cana,indianapolis,,,
"so! i am travelling with my family for a reunion
we are all leaving from beijing and need to get to toluca.
there will be six of us adults travelling and we need to leave between august 24 to august 27.
what can you find me?",BookFlight,Beijing,Toluca,August 24,August 27,
you fly out of beijing?,BookFlight,BEIJING,,,,
